ID,DOI,Title,Date,Keywords,Abstract,Language
10.3354_meps13407,10.3354/meps13407,Genetic differences in thermal tolerance among colonies of threatened coral Acropora cervicornis: potential for adaptation to increasing temperature,"August 5, 2020","Thermal tolerance,Heritability,Acropora cervicornis,Adaptation,Coral","Climate change is resulting in warmer temperatures that are negatively impacting corals. Understanding how much individuals within a population vary in their thermal tolerance and whether this variation is heritable is important in determining whether a species can adapt to climate change. To address this, Acropora cervicornis fragments from 20 genetically distinct colonies collected from the Coral Restoration Foundation Tavernier nursery (Florida, USA) were kept at either ambient (28 ± 1°C) or elevated (32 ± 1°C) temperatures, and mortality was monitored for 26 d. Both broad-sense (H 2) and narrow-sense (h 2) heritability of thermal tolerance were estimated to determine the amount of genetic variation underlying survival to elevated temperature. To understand the physiological basis of thermal tolerance, tissue from both treatments was taken 12 h after the start of the experiment to investigate gene expression at the mRNA and protein level between tolerant and susceptible colonies. Results revealed that this population has considerable total genetic variation in thermal tolerance (H 2 = 0.528), but low variance in relatedness among colonies prevented us from making any conclusions regarding h 2. Despite high transcriptomic variability among and within colonies, 40 genes were consistently and significantly different between tolerant and susceptible colonies, and could be potential biomarkers for thermal tolerance should they be verified in a larger sample. Overall, the results suggest that this population has substantial genetic variation for traits that directly impact thermal tolerance; however, their response to projected increases in temperature will depend on more precise estimates of the additive components of this variation (h 2).",en
10.1007_s00338-012-0980-2,10.1007/s00338-012-0980-2,Acropora recruits harbor ''rare'' Symbiodinium in the environmental pool,21 November 2012,"Symbiodinium,Acropora,Recruits,Symbiont acquisition,Symbiosis","Coral-algal symbioses are essential for the survival of corals. Algal endosymbionts, specifically the dinoflagellate genus Symbiodinium, are divided into several genetic clades. The composition of Symbiodinium within corals plays an important role in the tolerance and/or sensitivity of host corals to local environments, due to individual Symbiodinium-specific physiological characteristics. While the majority of gamete-spawning corals acquire Symbiodinium from the surrounding environment, little is known about whether corals specifically select or randomly acquire Symbiodinium from the environmental population. In the present study, we compared the Symbiodinium clade composition of newly recruited Acropora corals with that of the environmental pool (water column, sediments, and adult colonies). More than 90 % of recruits harbored clades A and/or D until 6 months after settlement, despite the Symbiodinium environmental pool being mainly composed of clade C (mainly ITS1 type C2), and to a lesser extent clades A and D. In addition, the environmentally dominant type C2 Symbiodinium was not detected in Acropora recruits, while a few recruits harbored ITS1 types C1 or C15. Therefore, the clade composition of recruits may not reflect the abundance/density of Symbiodinium populations in the environment. Some members of clades A and D are known to exhibit tolerance to a wide range of environments. ITS1 type C1 also exhibits greater tolerance to thermal stress compared to ITS1 type C2. These tolerance characteristics of certain Symbiodinium may be vital for the initial survival of Acropora recruits, even if these Symbiodinium are rare in the environment.",en
10.1007_s00338-012-0898-8,10.1007/s00338-012-0898-8,"Bleaching, disease and recovery in the threatened scleractinian coral Acropora palmata in St. John, US Virgin Islands: 2003-2010",16 March 2012,"Acropora palmata,Population recovery,Coral disease,Coral bleaching,Water temperature","A long-term study of the scleractinian coral Acropora palmata in the US Virgin Islands (USVI) showed that diseases, particularly white pox, are limiting the recovery of this threatened species. Colonies of A. palmata in Haulover Bay, within Virgin Islands National Park, St. John, were examined monthly in situ for signs of disease and other stressors from January 2003 through December 2009. During the study, 89.9 % of the colonies (n = 69) exhibited disease, including white pox (87 %), white band (13 %), and unknown (9 %). Monthly disease prevalence ranged from 0 to 57 %, and disease was the most significant cause of complete colony mortality (n = 17). A positive correlation was found between water temperature and disease prevalence, but not incidence. Annual average disease prevalence and incidence remained constant during the study. Colonies generally showed an increase in the estimated amount of total living tissue from growth, but 25 (36.2 %) of the colonies died. Acropora palmata bleached in the USVI for the first time during the 2005 Caribbean bleaching event. Only one of the 23 colonies that bleached appeared to die directly from bleaching. In 2005, corals that bleached had greater disease prevalence than those that did not bleach. Just over half (52 %) of the colonies incurred some physical damage. Monitoring of fragments (broken branches) that were generated by physical damage through June 2007 showed that 46.1 % died and 28.4 % remained alive; the fragments that attached to the substrate survived longer than those that did not. Recent surveys showed an increase in the total number of colonies within the reef area, formed from both asexual and sexual reproduction. Genotype analysis of 48 of the originally monitored corals indicated that 43 grew from sexual recruits supporting the conclusion that both asexual and sexual reproduction are contributing to an increase in colony density at this site.",en
10.1371_journal.pone.0028634,10.1371/journal.pone.0028634,Gene Discovery in the Threatened Elkhorn Coral: 454 Sequencing of the Acropora palmata Transcriptome,"December 28, 2011",NA,"Background: Cnidarians, including corals and anemones, offer unique insights into metazoan evolution because they harbor genetic similarities with vertebrates beyond that found in model invertebrates and retain genes known only from non-metazoans. Cataloging genes expressed in Acropora palmata, a foundation-species of reefs in the Caribbean and western Atlantic, will advance our understanding of the genetic basis of ecologically important traits in corals and comes at a time when sequencing efforts in other cnidarians allow for multi-species comparisons. Results: A cDNA library from a sample enriched for symbiont free larval tissue was sequenced on the 454 GS-FLX platform. Over 960,000 reads were obtained and assembled into 42,630 contigs. Annotation data was acquired for 57% of the assembled sequences. Analysis of the assembled sequences indicated that 83-100% of all A. palmata transcripts were tagged, and provided a rough estimate of the total number genes expressed in our samples (,18,000-20,000). The coral annotation data contained many of the same molecular components as in the Bilateria, particularly in pathways associated with oxidative stress and DNA damage repair, and provided evidence that homologs of p53, a key player in DNA repair pathways, has experienced selection along the branch separating Cnidaria and Bilateria. Transcriptome wide screens of paralog groups and transition/transversion ratios highlighted genes including: green fluorescent proteins, carbonic anhydrase, and oxidative stress proteins; and functional groups involved in protein and nucleic acid metabolism, and the formation of structural molecules. These results provide a starting point for study of adaptive evolution in corals. Conclusions: Currently available transcriptome data now make comparative studies of the mechanisms underlying coral's evolutionary success possible. Here we identified candidate genes that enable corals to maintain genomic integrity despite considerable exposure to genotoxic stress over long life spans, and showed conservation of important physiological pathways between corals and bilaterians.",en
10.1371_journal.pone.0139290,10.1371/journal.pone.0139290,Host Coenzyme Q Redox State Is an Early Biomarker of Thermal Stress in the Coral Acropora millepora,"October 1, 2015",NA,"Bleaching episodes caused by increasing seawater temperatures may induce mass coral mortality and are regarded as one of the biggest threats to coral reef ecosystems worldwide. The current consensus is that this phenomenon results from enhanced production of harmful reactive oxygen species (ROS) that disrupt the symbiosis between corals and their endosymbiotic dinoflagellates, Symbiodinium. Here, the responses of two important antioxidant defence components, the host coenzyme Q (CoQ) and symbiont plastoquinone (PQ) pools, are investigated for the first time in colonies of the scleractinian coral, Acropora millepora, during experimentally-induced bleaching under ecologically relevant conditions. Liquid chromatography-mass spectrometry (LC-MS) was used to quantify the states of these two pools, together with physiological parameters assessing the general state of the symbiosis (including photosystem II photochemical efficiency, chlorophyll concentration and Symbiodinium cell densities). The results show that the responses of the two antioxidant systems occur on different timescales: (i) the redox state of the Symbiodinium PQ pool remained stable until twelve days into the experiment, after which there was an abrupt oxidative shift; (ii) by contrast, an oxidative shift of approximately 10% had occurred in the host CoQ pool after 6 days of thermal stress, prior to significant changes in any other physiological parameter measured. Host CoQ pool oxidation is thus an early biomarker of thermal stress in corals, and this antioxidant pool is likely to play a key role in quenching thermally-induced ROS in the coral-algal symbiosis. This study adds to a growing body of work that indicates host cellular responses may precede the bleaching process and symbiont dysfunction.",en
10.1371_journal.pone.0013975,10.1371/journal.pone.0013975,Gene Expression in the Scleractinian Acropora microphthalma Exposed to High Solar Irradiance Reveals Elements of Photoprotection and Coral Bleaching,"November 12, 2010",NA,"Background: The success of tropical reef-building corals depends on the metabolic cooperation between the animal host and the photosynthetic performance of endosymbiotic algae residing within its cells. To examine the molecular response of the coral Acropora microphthalma to high levels of solar irradiance, a cDNA library was constructed by PCR-based suppression subtractive hybridisation (PCR-SSH) from mRNA obtained by transplantation of a colony from a depth of 12.7 m to near-surface solar irradiance, during which the coral became noticeably paler from loss of endosymbionts in sun-exposed tissues. Methodology/Principal Findings: A novel approach to sequence annotation of the cDNA library gave genetic evidence for a hypothetical biosynthetic pathway branching from the shikimic acid pathway that leads to the formation of 4deoxygadusol. This metabolite is a potent antioxidant and expected precursor of the UV-protective mycosporine-like amino acids (MAAs), which serve as sunscreens in coral phototrophic symbiosis. Empirical PCR based evidence further upholds the contention that the biosynthesis of these MAA sunscreens is a 'shared metabolic adaptation' between the symbiotic partners. Additionally, gene expression induced by enhanced solar irradiance reveals a cellular mechanism of light-induced coral bleaching that invokes a Ca 2+-binding synaptotagmin-like regulator of SNARE protein assembly of phagosomal exocytosis, whereby algal partners are lost from the symbiosis. Conclusions/Significance: Bioinformatics analyses of DNA sequences obtained by differential gene expression of a coral exposed to high solar irradiance has revealed the identification of putative genes encoding key steps of the MAA biosynthetic pathway. Revealed also by this treatment are genes that implicate exocytosis as a cellular process contributing to a breakdown in the metabolically essential partnership between the coral host and endosymbiotic algae, which manifests as coral bleaching.",en
10.1007_s12562-015-0862-y,10.1007/s12562-015-0862-y,Possible involvement of Tachylectin-2-like lectin from Acropora tenuis in the process of Symbiodinium acquisition,18 March 2015,"N-acetyl-D-galactosamine,Acropora tenuis,Coral,Lectin,Symbiodinium,Symbiosis Biology","N-acetyl-D-galactosamine, and N-acetyl-D-glucosamine at 10 mM also tended to decrease Symbiodinium acquisition. We isolated two N-acetyl-D-galactosamine binding lectins with apparent molecular masses of 14.6 and 29.0 kDa from A. tenuis, and de novo sequencing and cDNA cloning showed that the 29.0 kDa protein is Tachylectin-2-like lectin (AtTL-2). The anti-Tachylectin-2 antibody is suggested to bind specifically to AtTL-2. The antibody also inhibited binding of AtTL-2 to N-acetyl-D-galactosamine-resin and the acquisition of Symbiodinium by juvenile A. tenuis polyps. Based on these results, AtTL-2 is likely involved in the process of Symbiodinium acquisition.",en
10.1017_s0967199414000185,10.1017/S0967199414000185,Comparison of the effects of thermal stress and CO 2 -driven acidified seawater on fertilization in coral Acropora digitifera,22 May 2014,"Coral,Fertilization,Global warming,Interaction,Ocean acidification","Global warming (GW) and ocean acidification (OA) have been recognized as severe threats for reefbuilding corals that support coral reef ecosystems, but these effects on the early life history stage of corals are relatively unknown compared with the effects on calcification of adult corals. In this study, we evaluated the effects of thermal stress and CO 2-driven acidified seawater on fertilization in a reefbuilding coral, Acropora digitifera. The fertilization rates of A. digitifera decreased in response to thermal stress compared with those under normal seawater conditions. In contrast, the changes of fertilization rates were not evident in the acidified seawater. Generalized Linear Mixed Model (GLMM) predicted that sperm/egg crosses and temperature were explanatory variables in the best-fitted model for the fertilization data. In the best model, interactions between thermal stress and acidified seawater on the fertilization rates were not selected. Our results suggested that coral fertilization is more sensitive to future GW than OA. Taking into consideration the previous finding that sperm motility of A. digitifera was decreased by acidified seawater, the decrease in coral cover followed by that of sperm concentration might cause the interacting effects of GW and OA on coral fertilization.",en
10.1038_s41598-017-02685-1,10.1038/s41598-017-02685-1,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,NA,NA,"Disease causes significant coral mortality worldwide; however, factors responsible for intraspecific variation in disease resistance remain unclear. We exposed fragments of eight Acropora millepora colonies (genotypes) to putatively pathogenic bacteria (Vibrio spp.). Genotypes varied from zero to >90% mortality, with bacterial challenge increasing average mortality rates 4-6 fold and shifting the microbiome in favor of stress-associated taxa. Constitutive immunity and subsequent immune and transcriptomic responses to the challenge were more prominent in high-mortality individuals, whereas low-mortality corals remained largely unaffected and maintained expression signatures of a healthier condition (i.e., did not launch a large stress response). Our results suggest that lesions appeared due to changes in the coral pathobiome (multiple bacterial species associated with disease) and general health deterioration after the biotic disturbance, rather than the direct activity of any specific pathogen. If diseases in nature arise because of weaknesses in holobiont physiology, instead of the virulence of any single etiological agent, environmental stressors compromising coral condition might play a larger role in disease outbreaks than is currently thought. To facilitate the diagnosis of compromised individuals, we developed and independently cross-validated a biomarker assay to predict mortality based on genes whose expression in asymptomatic individuals coincides with mortality rates. Global declines in coral cover are compounded by a variety of diseases 1, 2 , many of which are ambiguously defined by macroscopic characterizations of lesions 1-3. Several bacterial species from the genus Vibrio have been implicated as etiological agents of some coral diseases 4-6 , but these bacteria may act merely as opportunistic pathogens exploiting compromised hosts 7. The reported presence of pathogens on healthy colonies 8 and diversity of bacterial species associated with diseased colonies 9, 10 suggests that many instances of that coral disease cannot be attributed to a single pathogen. Instead, multiple bacteria appear to act opportunistically during coral disease events 11. To describe these recurrent phenomena in coral disease biology, researchers have recently introduced the concept of the pathobiome 12. Instead of a single etiological agent, the pathobiome consists of all microbiota that contribute to disease and describes interactive effects between microbiome members and environmental conditions 13. Host immune health is considered to be a major determinant of disease transmission dynamics 14, 15. Corals, like all invertebrates, rely entirely on innate immunity for protection from invading pathogens. Features of innate immunity in corals include molecular pattern recognition 16 , secreted antimicrobial macromolecules 17 , cellular responses (e.g., phagocytosis) 18, 19 , and physical barriers (e.g., mucus) 20, 21. Melanin deposits serve as another physical barrier against invading pathogens 22. The melanin synthesis cascade is activated when pathogen recognition triggers cleavage of prophenoloxidase (PPO) to phenoloxidase (PO). Reactive oxygen species (ROS) produced",en
10.13057_nusbiosci_n050205,10.13057/nusbiosci/n050205,Experimental effect of temperature and sedimentation on bleaching of the two Red Sea corals Stylophora pistillata and Acropora humilis,NA,"Acropora humilis,bleaching,Red Sea corals,sedimentation,Stylophora pistillata,temperature Acropora humilis,pemutihan,karang Laut Merah,sedimentasi,Stylophora pistillata,suhu","At 26°C (the control sample), the loss of zooxanthellae by each of the two studied corals Stylophora pistillata and Acropora humilis was very low. Cell viability of the two studied corals was similar at 26 and 29°C, but depicted a sharp decline of zooxanthellae lost at 31°C through time. As the temperature increased to 35°C, the loss of zooxanthellae from each host increased both with time and temperature elevation. The coral A. humilis had a higher decrease in its zooxanthellae densities than S. pistillata at the same treatment. Bleaching temperature threshold was 33°C or less for the two species S. pistillata and A. humilis where 51% of their zooxanthellae were lost after 24 h of exposure. In samples exposed to sediment concentration of 0.1 mg/cm 2 /L, zooxanthellae densities of A. humilis and S. pistillata did not show any decrease after 1 day. However, after 1 day of exposure to 0.5 mg/cm 2 /L, zooxanthellae densities were significantly different from those of the controls. Increases in sediment concentration to 1 mg/cm 2 /L caused a decrease in zooxanthellae densities that vary greatly over time. Measurements of zooxanthellae densities of A. humilis and S. pistillata at this stage revealed a highly significant difference between exposed and control sample. At 1 g/cm 2 /L, the number of zooxanthellae lost from A. humilis was higher than those lost from S. pistillata at same time. It is suggested that the normal sedimentation rate for A. humilis and S. pistillata to be in an order of 1 mg/cm 2 /L or less.",en
10.1016_j.jembe.2012.06.020,10.1016/j.jembe.2012.06.020,Differential gene expression in juvenile polyps of the coral Acropora tenuis exposed to thermal and chemical stresses,17 July 2012,Coral Gene expression HiCEP Stress response Symbiosis Zooxanthellae,"We describe a strategy to identify stress-responsive genes in corals by means of high-coverage cDNA expression profiling (HiCEP). In this study, the effects of thermal and chemical (DCMU and TBT-Cl) stresses on Acropora tenuis juvenile polyps were examined, and 19 genes were identified as stress-responsive genes. Of these, seven had sequences significantly similar to sequences of known proteins. We quantified the expression levels of these seven using real-time PCR. In corals, the genes encoding heat shock protein 90, calreticulin, methionine adenosyltransferase, and aquaglyceroporin showed differential stress-related expression patterns. In the endosymbiotic algae associated with the corals, genes coding for DnaJ-like protein and chloroplast light-harvesting protein were identified as stress-responsive genes. The only gene showing increased expression in response to all three stresses (thermal and both chemical stresses) was the coral gene coding for the oxidative stress-responsive protein, suggesting that oxidative stress generally occurs in each stress-exposed polyp.",en
10.1371_journal.pone.0025072,10.1371/journal.pone.0025072.g001,"Circadian Cycles of Gene Expression in the Coral, Acropora millepora","September 19, 2011",NA,"Background: Circadian rhythms regulate many physiological, behavioral and reproductive processes. These rhythms are often controlled by light, and daily cycles of solar illumination entrain many clock regulated processes. In scleractinian corals a number of different processes and behaviors are associated with specific periods of solar illumination or nonillumination-for example, skeletal deposition, feeding and both brooding and broadcast spawning. Methodology/Principal Findings: We have undertaken an analysis of diurnal expression of the whole transcriptome and more focused studies on a number of candidate circadian genes in the coral Acropora millepora using deep RNA sequencing and quantitative PCR. Many examples of diurnal cycles of RNA abundance were identified, some of which are light responsive and damped quickly under constant darkness, for example, cryptochrome 1 and timeless, but others that continue to cycle in a robust manner when kept in constant darkness, for example, clock, cryptochrome 2, cycle and eyes absent, indicating that their transcription is regulated by an endogenous clock entrained to the light-dark cycle. Many other biological processes that varied between day and night were also identified by a clustering analysis of gene ontology annotations. Conclusions/Significance: Corals exhibit diurnal patterns of gene expression that may participate in the regulation of circadian biological processes. Rhythmic cycles of gene expression occur under constant darkness in both populations of coral larvae that lack zooxanthellae and in individual adult tissue containing zooxanthellae, indicating that transcription is under the control of a biological clock. In addition to genes potentially involved in regulating circadian processes, many other pathways were found to display diel cycles of transcription.",en
10.1371_journal.pone.0110759,10.1371/journal.pone.0110759,"Genetic Susceptibility, Colony Size, and Water Temperature Drive White-Pox Disease on the Coral Acropora palmata","November 5, 2014",NA,"Outbreaks of coral diseases are one of the greatest threats to reef corals in the Caribbean, yet the mechanisms that lead to coral diseases are still largely unknown. Here we examined the spatial-temporal dynamics of white-pox disease on Acropora palmata coral colonies of known genotypes. We took a Bayesian approach, using Integrated Nested Laplace Approximation algorithms, to examine which covariates influenced the presence of white-pox disease over seven years. We showed that colony size, genetic susceptibility of the coral host, and high-water temperatures were the primary tested variables that were positively associated with the presence of white-pox disease on A. palmata colonies. Our study also showed that neither distance from previously diseased individuals, nor colony location, influenced the dynamics of white-pox disease. These results suggest that white-pox disease was most likely a consequence of anomalously high water temperatures that selectively compromised the oldest colonies and the most susceptible coral genotypes.",en
10.1111_j.1755-0998.2010.02923.x,10.1111/j.1755-0998.2010.02923.x,"A multilocus, temperature stress-related gene expression profile assay in Acropora millepora, a dominant reef-building coral",NA,"Acropora,bleaching,GeXP,microarray,RT-qPCR,stress","We report an accurate multiplex reverse transcription quantitative polymerase chain reaction (RT-qPCR) assay, capable of reproducing gene expression profiles from 16 target genes [12 genes of interest (GOIs) and four reference genes (RGs)] in Acropora millepora, a common reef-building model coral species. The 12 GOIs have known or putative roles in the coral bleaching response, yet the method is not restricted to this particular assay and gene set. The procedure is based on the Beckman Coulter (Fullerton, CA, USA) GenomeLabÔ GeXP Genetic Analysis System and bridges the gap between quantitative real-time PCR (qPCR) expression analysis of a single or a small number of genes and microarray gene expression surveys of thousands of genes. Despite large variation among biological replicates, the majority of GOIs were up-regulated (up to 4000%) in most colonies during a laboratory-based thermal stress experiment. Two genes, Nf-kb2 and MnSod, were consistently up-regulated in all colonies tested, and we therefore propose these as candidate markers useful for population-level evaluations of thermal stress. Our assay provides an important new tool for coral bleaching studies; because of the lower cost, labour and amount of cDNA required compared with singleplex qPCR, population-level studies with large biological replication are feasible.",en
10.1186_s12864-017-3959-0,10.1186/s12864-017-3959-0,Transcriptomic analysis of the response of Acropora millepora to hypo-osmotic stress provides insights into DMSP biosynthesis by corals,NA,"DMSP pathway,Acropora millepora,Coral,Salinity stress,Methionine","Background: Dimethylsulfoniopropionate (DMSP) is a small sulphur compound which is produced in prodigious amounts in the oceans and plays a pivotal role in the marine sulfur cycle. Until recently, DMSP was believed to be synthesized exclusively by photosynthetic organisms; however we now know that corals and specific bacteria can also produce this compound. Corals are major sources of DMSP, but the molecular basis for its biosynthesis is unknown in these organisms. Results: Here we used salinity stress, which is known to trigger DMSP production in other organisms, in conjunction with transcriptomics to identify coral genes likely to be involved in DMSP biosynthesis. We focused specifically on both adults and juveniles of the coral Acropora millepora: after 24 h of exposure to hyposaline conditions, DMSP concentrations increased significantly by 2.6 fold in adult corals and 1.2 fold in juveniles. Concomitantly, candidate genes enabling each of the necessary steps leading to DMSP production were up-regulated. Conclusions: The data presented strongly suggest that corals use an algal-like pathway to generate DMSP from methionine, and are able to rapidly change expression of the corresponding genes in response to environmental stress. However, our data also indicate that DMSP is unlikely to function primarily as an osmolyte in corals, instead potentially serving as a scavenger of ROS and as a molecular sink for excess methionine produced as a consequence of proteolysis and osmolyte catabolism in corals under hypo-osmotic conditions.",en
10.1007_s00227-018-3295-1,10.1007/s00227-018-3295-1,Intraspecific variation in the response of the scleractinian coral Acropora digitifera to ocean acidification,30 January 2018,NA,"To examine the possible variation in responses of corals to ocean acidification (OA) among populations, we compared the sensitivity of two Okinawan populations (Sesoko and Bise) of the scleractinian coral Acropora digitifera to high pCO 2. We found that both light and dark calcification rates of Sesoko corals did not change with an increase in seawater pCO 2 , while the calcification rates of Bise corals significantly decreased. Additionally, calcification rate of Sesoko corals was significantly lower than Bise corals at control conditions. Expressions of two putative calcification-related genes (BAT: bicarbonate transporter and galaxin) were up-regulated at high CO 2 compared to the control and expression of the BAT gene was significantly higher in Sesoko compared to Bise corals. Consequently, differences in the calcification rate between populations and differences in the expression of genes related to inorganic carbon transport regulation could be reasons that explain the difference in the response to OA between the two populations. Furthermore, taking into account that Sesoko corals were located in relatively nearshore areas where the environmental conditions are more variable, while Bise corals were located in the forereef which shows more stable conditions, plasticity for coral calcification in response to different environmental conditions and/or acclimation response to changes such as seawater pCO 2 may lead to differences in sensitivity between the two populations to high seawater pCO 2. Studies considering the potential variability in corals sensitivity to OA among local populations from different habitats are important to predict the potential effects of climate change on reef ecosystems.",en
10.1371_journal.pone.0067246,10.1371/journal.pone.0067246,Transcriptional Activation of c3 and hsp70 as Part of the Immune Response of Acropora millepora to Bacterial Challenges,"July 4, 2013",NA,"The impact of disease outbreaks on coral physiology represents an increasing concern for the fitness and resilience of reef ecosystems. Predicting the tolerance of corals to disease relies on an understanding of the coral immune response to pathogenic interactions. This study explored the transcriptional response of two putative immune genes (c3 and c-type lectin) and one stress response gene (hsp70) in the reef building coral, Acropora millepora challenged for 48 hours with bacterial strains, Vibrio coralliilyticus and Alteromonas sp. at concentrations of 10 6 cells ml-1. Coral fragments challenged with V. coralliilyticus appeared healthy while fragments challenged with Alteromonas sp. showed signs of tissue lesions after 48 hr. Coral-associated bacterial community profiles assessed using denaturing gradient gel electrophoresis changed after challenge by both bacterial strains with the Alteromonas sp. treatment demonstrating the greatest community shift. Transcriptional profiles of c3 and hsp70 increased at 24 hours and correlated with disease signs in the Alteromonas sp. treatment. The expression of hsp70 also showed a significant increase in V. coralliilyticus inoculated corals at 24 h suggesting that even in the absence of disease signs, the microbial inoculum activated a stress response in the coral. C-type lectin did not show a response to any of the bacterial treatments. Increase in gene expression of c3 and hsp70 in corals showing signs of disease indicates their potential involvement in immune and stress response to microbial challenges.",en
10.1016_j.marpolbul.2020.111812,10.1016/j.marpolbul.2020.111812,Marine Pollution Bulletin,NA,Acropora tenuis,Thermal tolerance of the hermatypic coral Acropora tenuis elucidated by RGB analysis and expression of heat shock proteins in coral and symbiotic dinoflagellates,en
10.1093_molbev_msaa216,10.1093/molbev/msaa216,Eighteen Coral Genomes Reveal the Evolutionary Origin of Acropora Strategies to Accommodate Environmental Changes,"September 2, 2020","genome sequencing,gene duplicatoin,scleractinian corals,environment","The genus Acropora comprises the most diverse and abundant scleractinian corals (Anthozoa, Cnidaria) in coral reefs, the most diverse marine ecosystems on Earth. However, the genetic basis for the success and wide distribution of Acropora are unknown. Here, we sequenced complete genomes of 15 Acropora species and 3 other acroporid taxa belonging to the genera Montipora and Astreopora to examine genomic novelties that explain their evolutionary success. We successfully obtained reasonable draft genomes of all 18 species. Molecular dating indicates that the Acropora ancestor survived warm periods without sea ice from the mid or late Cretaceous to the Early Eocene and that diversification of Acropora may have been enhanced by subsequent cooling periods. In general, the scleractinian gene repertoire is highly conserved; however, coral-or cnidarian-specific possible stress response genes are tandemly duplicated in Acropora. Enzymes that cleave dimethlysulfonioproprionate into dimethyl sulfide, which promotes cloud formation and combats greenhouse gasses, are the most duplicated genes in the Acropora ancestor. These may have been acquired by horizontal gene transfer from algal symbionts belonging to the family Symbiodiniaceae, or from coccolithophores, suggesting that although functions of this enzyme in Acropora are unclear, Acropora may have survived warmer marine environments in the past by enhancing cloud formation. In addition, possible antimicrobial peptides and symbiosisrelated genes are under positive selection in Acropora, perhaps enabling adaptation to diverse environments. Our results suggest unique Acropora adaptations to ancient, warm marine environments and provide insights into its capacity to adjust to rising seawater temperatures.",en
10.1016_j.dci.2020.103866,10.1016/j.dci.2020.103866,AmAMP1 from Acropora millepora and damicornin define a family of coral-specific antimicrobial peptides related to the Shk toxins of sea anemones,13 September 2020,Coral Antimicrobial peptides Cysteine-rich proteins Shk-type toxins CSαβ fold,"A candidate antimicrobial peptide (AmAMP1) was identified by searching the whole genome sequence of Acropora millepora for short (<125AA) cysteine-rich predicted proteins with an N-terminal signal peptide but lacking clear homologs in the SwissProt database. It resembled but was not closely related to damicornin, the only other known AMP from a coral, and was shown to be active against both Gram-negative and Gram-positive bacteria. These proteins define a family of AMPs present in corals and their close relatives, the Corallimorpharia, and are synthesised as preproproteins in which the C-terminal mature peptide contains a conserved arrangement of six cysteine residues. Consistent with the idea of a common origin for AMPs and toxins, this Cys motif is shared between the coral AMPs and the Shk neurotoxins of sea anemones. AmAMP1 is expressed at late stages of coral development, in ectodermal cells that resemble the ""ganglion neurons"" of Hydra, in which it has recently been demonstrated that a distinct AMP known as NDA-1 is expressed.",en
10.1007_s00338-012-0943-7,10.1007/s00338-012-0943-7,Gene expression patterns of the coral Acropora millepora in response to contact with macroalgae,17 September 2012,NA,"Contact with macroalgae often causes coral mortality, but the roles of abrasion versus shading versus allelopathy in these interactions are rarely clear, and effects on gene expression are unknown. Identification of gene expression changes within corals in response to contact with macroalgae can provide insight into the mode of action of allelochemicals, as well as reveal transcriptional strategies of the coral that mitigate damage from this competitive interaction, enabling the coral to survive. Gene expression responses of the coral Acropora millepora after long-term (20 days) direct contact with macroalgae (Chlorodesmis fastigiata, Dictyota bartayresiana, Galaxaura filamentosa, and Turbinaria conoides) and shortterm (1 and 24 h) exposure to C. fastigiata thalli and their hydrophobic extract were assessed. After 20 days of exposure, T. conoides thalli elicited no significant change in visual bleaching or zooxanthellae PSII quantum yield within A. millepora nubbins, but stimulated the greatest alteration in gene expression of all treatments. Chlorodesmis fastigiata, D. bartayresiana, and G. filamentosa caused significant visual bleaching of coral nubbins and reduced the PSII quantum yield of associated zooxanthellae after 20 days, but elicited fewer changes in gene expression relative to T. conoides at day 20. To evaluate initial molecular processes leading to reduction of zooxanthella PSII quantum yield, visual bleaching, and coral death, short-term exposures to C. fastigiata thalli and hydrophobic extracts were conducted; these interactions revealed protein degradation and significant changes in catalytic and metabolic activity within 24 h of contact. These molecular responses are consistent with the hypothesis that allelopathic interactions lead to alteration of signal transduction and an imbalance between reactive oxidant species production and antioxidant capabilities within the coral holobiont. This oxidative imbalance results in rapid protein degradation and eventually to apoptosis and/or necrosis when compensatory transcriptional action by the coral holobiont insufficiently mitigates damage by the allelochemicals of C. fastigiata.",en
10.1111_mec.15535,10.1111/mec.15535,Meta-analysis of the coral environmental stress response: Acropora corals show opposing responses depending on stress intensity,NA,"coral,gene regulation,general stress response,reef,RNA-seq,transcriptomics","Coral reefs provide disproportionately high ecological and socioeconomic benefits but are among the ecosystems most threatened by climate change. This has motivated efforts to understand mechanisms of coral resilience to environmental stress. A popular method for approaching such questions is profiling genome-wide gene expression using RNA-seq (Drury, 2019). Often, these studies focus on a single stressor and seek to identify genes and pathways that underlie the adaptive responses to it. However, in isolation, these studies cannot differentiate between gene regulation specific to a particular stressor, and gene expression changes reflecting stress in general. For this reason, delineation of corals' general stress response is needed to understand how they contend with suboptimal conditions. The concept of a generalized stress response has been investigated thoroughly in prokaryotes. Here, the general stress response",en
