ID,DOI,Title,Date,Keywords,Abstract,Language
Purple-blue-pigmentation-production-as-a-sign-of-immune-response-by-bleached-corals-to-avoid-stress-caused-by-elevated-sea-surface-temperature,10.18488/journal.108.2019.41.13.15,PURPLE-BLUE PIGMENTATION PRODUCTION AS A SIGN OF IMMUNE RESPONSE BY BLEACHED CORALS TO AVOID STRESS CAUSED BY ELEVATED SEA SURFACE TEMPERATURE,26 November 2019,Acropora Porites Blue pigmentation Bleaching Temperature Gulf of Mannar,"Coral reefs are extensively studied around the world with regard to their taxonomy, distribution, diversity, bleaching events, diseases, conservation, and restoration aspects. However, exhibition of blue pigmentation by corals under certain stressed condition such as high temperature and bleaching events has not been widely investigated. In the present study, during a massive bleaching event of coral reefs in 21 islands of Gulf of Mannar Marine Biosphere Reserve, corals such as Acropora sp. and Turbinaria sp. and some other encrusting corals have displayed purple blue pigmentation in response to high temperature and to avoid complete bleaching of their food supplying symbiotic zooxanthellae. This documentation from this environment is being reported for the first time and thus further immunological and genomic studies are required to study the variation in the zooxanthellae in bleached and non-bleached corals as well as blue pigment showing and non-pigmented corals. The compound responsible for blue pigmentation is needed to be analyzed further which could be employed for other industrial and biomedical applications. Contribution/Originality: This study documents the purple blue pigmentation displayed by corals such as Acropora sp. and Turbinaria sp. and some other encrusting corals in response to high temperature. This is a sign of adaptation of corals to avoid stress and survive from massive bleaching event occurred in Gulf of Mannar, India. colours such as pink and blue due to various stress factors including damage or breakage of coral fragments, fish bites, sedimentation, coral interactions, and algal growth [1, 2]. During a massive bleaching event 2019, distinct",en
5556ff99a0e4e72fb404dea94fa353f85180,NA,Acropora hyacinthus 99 Acr2S1 Kenting Acropora hyacinthus 99 Acr3S2 Hemei Acropora hyacinthus 99 Acr4S2 Hemei Acropora hyacinthus 99 Acr5S1 Kochi Acropora hyacinthus 99,NA,NA,NA,NA
dorman_etal_2015_CR_spratly,10.1007/s00338-015-1354-3,2 3,NA,NA,"Your article is protected by copyright and all rights are held exclusively by Springer-Verlag Berlin Heidelberg. This e-offprint is for personal use only and shall not be selfarchived in electronic repositories. If you wish to self-archive your article, please use the accepted manuscript version for posting on your own website. You may further deposit the accepted manuscript version in any repository, provided it is only made publicly available 12 months after official publication or later and provided acknowledgement is given to the original source of publication and a link is inserted to the published article on Springer's website. The link must be accompanied by the following text: ""The final publication is available at link.springer.com"".",en
Composition-of-coral-species-and-benthic-organism-at-Tiaka-Oilfield-Tolo-Bay-Central-Sulawesi,10.13057/biodiv/d140107,"Composition of coral species and benthic organism at Tiaka Oilfield, Tolo Bay, Central Sulawesi",NA,"Benthic organism,Coral species,Tiaka Oilfield",This research aims to find out the composition of the coral and benthic organisms at Tiaka Oilfield as providing a baseline for management and conservation. This study was conducted in July 2015. Monitoring of coral and benthic organisms used line intercept transect and visual census method. The research results indicated that 16 coral species were consisting of 6 genera. Coral species dominated by the genus Acropora. Benthic organisms that live in symbiosis with coral reef ecosystems in Tiaka Oilfield were found 11 benthic species consisting of 54 species.,en
a614bb366253d0604c1031e2fb12677f97c0,NA,HOW CAN STUDYING MUCUS PROTECT CORAL REEFS?,NA,NA,"Corals are an association between animals and plants that deposit a skeleton and build reefs. Coral reefs are now in danger because the marine environment around them is degrading, causing corals to get ill more often. Scientists have used fragments of healthy coral colonies or planted baby corals to help restore reefs that are in bad shape. But for these e orts to succeed, it is vital for the scientists to select healthy corals for planting. Corals use a substance called melanin to trap bacteria that grows in their tissues. We discovered that the enzyme phenoloxidase, which is responsible for making melanin, can be found in the snotty covering of corals, called mucus. We can take samples of this mucus to measure phenoloxidase without harming the corals. By doing so, we can detect whether a coral colony is responding to the presence of harmful bacteria even before it shows any signs of illness.",en
coastlab33,NA,Proceedings of the 6 th International Conference on the Application of Physical Modelling in Coastal and Port Engineering and Science (Coastlab16),NA,"Force coefficients,Wave energy,Drag force,Inertia force,Coral reefs","This study aims at improving the understanding of near-bed hydrodynamics in a coral reef by examining the drag and inertia coefficients of the species Acropora palmata. This coral species was selected for parameterization due to its capacity to survive in wave/current exposed areas with moderate to high energy environments, where its branches and the global structure of its colonies play an important role for wave damping. Small scale experiments were carried out for two different flow regimes: steady and oscillatory flow. For this purpose, a current flume as well as a wave flume were used. In-line forces, flow velocities and water surface elevations over 3-D models of A. palmata were measured for two main configurations: a single coral and a group of corals. The results show that under steady flow conditions, the drag coefficient (CD) can be well represented as a function of the Reynolds number by means of a power law equation, = + (determination coefficient, R 2 >0.98). Also, under oscillatory flow conditions, for the studied rigid coral with flat branches, it is shown that the inertia force (FM) dominates over the drag component (FD), explaining up to 83% of the total force exerted on the coral structure.",en
final-poster-restoration-2018-2,NA,NA,NA,NA,"Coral mapping Special thanks to the owners and staff at Hotel Akumal Caribe for their role in founding this project and providing ongoing logistical support. Coral spawning research was funded by the young charity the Coral Conservation Society from 2017 to date. Thanks to Akumal Dive Center for their ongoing dedication to reef restoration. The spawning project in Akumal was made possible thanks to the expert advice from the team at CORALIUM, Universidad Nacional Autonoma de Mexico.",en
234765605,NA,"Whole-genome sequence analysis of the evolutionary history of the reef-building coral genus Acropora (Scleractinia, Cnidaria)",NA,"2,2,2 Gene tree and phylogenomic tree reconstruction,2,2,3 Bayesian concordance analysis using BUCKy,2,2,4 Phylonetwork inferrence from gene trees using Phylonet and,2,2,5 Genome-wide Patterson's D statistics (ABAB-BABA test),2,2,6 Speciation with isolation and speciation with migration modeling 3,2,2 Whole genome alignment and mutation rate estimation,3,2,3 Demographic history reconstruction using 4,2,1 Species information, genomic data and gene family cluster,4,2,2 Single-copy orthologs and reconstruction of a calibrated","A major goal of evolutionary biology is to understand the roles of evolutionary and ecological factors in rapid speciation and diversification. Introgression and ancient large-scale/whole genome duplication (paleopolyploidy) have been hypothesized to promote on rapid speciation leading to diversification. In addition, diversification can be promoted by 'ecological opportunity' created by extinction of competitors or the colonization of a new area. Reef-building corals are the foundation of diverse tropical ecosystems, but are currently under threat due to the sensitivity of corals to climate change and anthropogenic factors. Acropora (Anthozoa: Acroporidae) is one of the most diverse genera of reef-building corals, including more than 150 species, and based on the fossil record has dominated Indo-Pacific reefs in past 3 Million Years, yet the evolutionary and ecological factors associated with its diversification and the rise to dominance are unclear. Understanding the evolutionary history of this group during its rise to dominance may help understanding their current and future responses to global change. In this dissertation, I used genomic data of Acropora generated by Dr. Chuya Shinzato to investigate its evolutionary history and illuminate the roles of introgression, largescale genome duplication, and ecological opportunity in its diversification and the rise to dominance. In the first chapter, I reviewed recent studies of Acropora. In the second chapter, I examined the roles of introgression in Acropora. I found that a major introgression event and widespread gene flow occurred in five Acropora species, and that introgression genes evolved faster than others. In the third chapter, I examined the roles of climate change in the rise to dominance of Acropora. I found that Acropora lineages had an experience of population expansion after a climatedriven mass extinction event in the Plio-Pleistocene, suggesting ecological opportunity facilitated the rise to dominance of Acropora. In the fourth chapter, I examined evidence for large-scale genome duplication and its consequences in Acropora. I found a large-scale genome duplication event likely occurred in Acropora and duplicated genes play important roles in the diversification of Acropora. Finally, in the fifth chapter, I discussed limitations and future directions arising from this dissertation. Collectively, this dissertation suggests that introgression, climate change, and large-scale genome duplication play important roles in the evolutionary history of Acropora.",en
acropora-millepora-assembly,10.1101/gr.215087.116,Acropora millepora Genome Assembly,"August 2, 2018",NA,"The draft genome assembly of the staghorn coral Acropora millepora was constructed using a combination of PacBio reads and Illumina paired-end reads with 10X Chromium barcodes. High-molecular weight DNA was extracted from sample JS-1, sampled in Indonesia, and sequencing was performed by the New York Genome Center (10X-HiSeqX) and Cold Spring Harbor Laboratory (PacBio Sequel). While the genome seems to be highly complete (see section describing Annotation), we caution that a number of haplotypes may still be mis-assembled as paralogs. 2 Canu Assembly All genome assembly steps were performed on Columbia University's High Performance Computing (HPC) Habanero cluster. 2.1 Preprocessing First, a .xml settings file was created containing information pointing to the raw PacBio reads. $ /smrtlink5/smrtcmds/bin/dataset create-type SubreadSet \ subreads.bam.fofn subreads.xml Raw .bam files were then converted to a .fasta of subreads $ /smrtlink5/smrtcmds/bin/bam2fasta-o JS1.subreads.raw.fasta subreads.xml 2.2 Assembly Assembly parameters (initial genome size estimate is based on A. digitifera): genomeSize=420m useGrid=True gnuplotTested=true-gridOptions=-A mfplab ovsMemory=120 ovsThreads=24 ovsMethod=parallel ovbMemory=120 ovbThreads=8 batMemory=200 merylMemory=64g Using the subreads and configuration file, canu [1] was ran to construct an initial PacBio-only assembly: $ /canu-p AM-pacbio-raw JS1.subreads.raw.fasta",en
POPULATION-STRUCTURE-OF-Acropora-hyacinthus-Dana-1896-ACROSS-THE-BOHOL-THRU-FLOW-AT-THE-DIPOLOG-STRAIT,10.1371/journal.pone.0008652,"POPULATION STRUCTURE OF Acropora hyacinthus (Dana, 1896) ACROSS THE BOHOL THRU-FLOW AT THE DIPOLOG STRAIT",NA,NA,"The population structure of Acroporahyacinthus (Dana, 1896) was determined using microsatellite markers to test whether gene flow exists between two adjacent populations situated on opposite sides of the water flow. Samples from populations on two sites on different sides of the Dipolog Strait, Dumaguete and Selinog, were collected, and their genetic material extracted, amplified and subjected to fragment analysis. Results were run through the STRUCTURE program, whereby structure between the two sites was detected. Results showed that the genetic break was not complete, as evidenced by the presence of individuals in the Selinog site with similar genotype makeup as individuals from the Dumaguete site.",en
55c8660a08aea2d9bdc8b635,10.1007/s00338-011-0862-z,"DISTRIBUTION PATTERNS OF MUSHROOM CORALS (SCLERACTINIA: FUNGIIDAE) ACROSS THE SPERMONDE SHELF, SOUTH SULAWESI",29 Feb.2012,"depth,diversity,environmental gradients,onshore-offshore,wave exposure","The distribution patterns of 37 mushroom coral species (Scleractinia: Fungiidae) were studied on 13 reefs in the Spermonde Archipelago (Makassar Strait, Indonesia) in 1984-1986. The studied reefs were either cay-crowned or submerged and were divided over four shelf zones varying in distance offshore. The species are compared with regard to their distributions (1) across the shelf in four zones parallel to the coastline, (2) around the reefs with orientation according to wind directions, and (3) along depth gradients over the reef fl ats, slopes, and bases. Most species showed their highest abundances on wave-exposed mid-shelf reef slopes. Within transects, species showed overlapping depth ranges, visible as multi-species assemblages with average densities in quadrats of up to 25 m-2 composed of a maximum of 26 co-occurring species. Most species were concentrated on reef slopes, some mainly on shallow reef fl ats, and a few on deeper reef bases. Several species showed a downward shift in depth range with increasing distance offshore. A clustering of the reefs with respect to similarity in species composition appeared to be related to their distance offshore and to the presence or absence of shallow reef substrates important for recruitment. Use of the Fungiidae as a model taxon of phylogenetically closely related coral species in comparisons of their distribution patterns helps to gain insight with regard to their ecological differentiation along environmental gradients in coastal reef areas.",en
Forgotten-in-taxonomic-literature-Acropora-aduncata-Zou-1984-Scleractinia-Acroporidae,10.1007/s12526-018-0855-z,"Forgotten in taxonomic literature: Acropora aduncata Zou, 1984 (Scleractinia: Acroporidae)",NA,"Coral,South China Sea,Taxonomy,Systematics","Acropora Oken, 1815 is the most diverse and abundant coral genus on shallow-water Indo-Pacific reefs and also occurs in the Caribbean and deeper (mesophotic) waters. The genus underwent comprehensive taxonomic reviews by Veron and Wallace (1984) and Wallace (1999), with further updates by Wallace et al. (2012). The fossil record of Acropora in Indonesia was studied by Santodomingo et al. (2015). The well-resolved taxonomic status of this coral genus adds to its usefulness as a model taxon in ecological studies. Here I report on the species Acropora aduncata Zou, 1984, which was neither included in the reviews of the genus, nor in Veron (2000), and hence appears to be forgotten in recent taxonomic literature.",en
m013p273,NA,MARINE ECOLOGY -PROGRESS SERIES,August 30,NA,"Samples of the scleractinian coral Agaricia agaricites (Limaeus) were studied for time of planula release, planula production and related characteristics. The corals were collected over a 2 yr period on the fringing reef of Curaqao at depths from 5 to 30 m. Two distinct reproductive pattems emerged. Based on these patterns and on consistent differences in skeletal morphology, such as size of calices and n b b e r of septa, the separation of the form A. agaricites humilis Vemll as a distinct species, A. hurnilis, from the other forms of A. agaricites is proposed. A. humilisplanulated throughout the year. A. agaricites shed planulae in spring and summer, a period of increasing sea water temperatures. In A, humilis 78 % of the colonies (N = 133) released planulae within 1 wk after collection, compared with only 26 % (N = 91) in A. agaricites. Maxlmum diameter of the smallest planulating colonies of A. humilis was about 4 times less (28 mm) than in A. agaricites (108 mm). Planula production per unit living tissue area was 4 times larger (0.86 planulae cm-2 wk-') in A. humilis than in A. agaricites (0.23 planulae cm-2 wk-l). However, planula volume was 5 times lower (0.166 mm3) than in A. agaricites (0.860 mm3). It appears that A. humilis employs an opportunistic reproductive strategy compared with A. agaricites. A. humilis is mainly confined to the shallow reef flat and drop off zone (5 to 12 m) and colony diameters rarely exceed 100 mm. A. agaricitesreaches its greatest abundance on the deeper reef slope (10 to 30 m), growing to a maximum size of 600 mm. The differences in reproductive strategies can be explained in relation to the predictability of their habitats.",en
297281185,10.1146/annurev,-Ocean acidification and related indicators,19 November 2013.,"equilibrium, kinetics, isotopes. Elsevier Science. Available: http://books.google.com/books?hl=en&amp,lr=&amp,id=VrumU3XvQ-gC&amp,oi=fnd&amp,pg=PP2&amp,dq=Seawater:+Equilibrium,+Kinetics,+Isotopes,+&amp,ots=0lJD0a2k3_&amp,sig=6G0E8lNEEUyMZQByGa-_CV_RNao. Accessed 5 August 2011 carbonate chemistry, eutrophication, photosynthesis, calcification, Palaeocene-Eocene Thermal Maximum, saturation horizons, cementation, coral","Weltweit sind Korallenriffe extremen Veränderungen ihrer Umwelt durch anthropogene Einflüsse auf lokaler und globaler Ebene ausgesetzt. Steigende Temperaturen als Resultat des globalen Klimawandels und steigender Kohlendioxid Gehalt (CO 2) in der Atmosphäre haben den CO 2 Gehalt im Wasser ansteigen lassen und damit den pH Wert sinken lassen, was zum Anstieg von gelöstem inorganischem Kohlenstoff (DIC) und der sogenannten ""Ozeanversauerung"" (OA) führt und aquatische Organismen weltweit beeinflusst. Auf lokaler Ebene haben Bevölkerungswachstum und Küstenentwicklung zu einer Zunahme von inorganischen Nährstoffen im Wasser und zu einer Überdüngung geführt. Diese hat zu einer Zunahme von gelösten organischen Kohlenstoffen (DOC) im Wasser geführt, von denen bekannt ist, dass sie negative Einflüsse auf den Gesundheitszustand von Korallen haben. Erstaunlicher Weise ist wenig darüber bekannt wie hohe DIC und DOC Verfügbarkeit die Physiologie von Korallen und kalzifizierenden Algen beeinflussen und ob diese sich gegenseitig verstärken und eventuell die Funktionen der Riffe der Zukunft verändern. Diese Arbeit untersuchte daher die individuellen und kombinierten Effekte von DIC und DOC Verfügbarkeit auf die Physiologie von riffbildenden Korallen aus dem Großen Barriere Riff sowie von kalzifizierenden Algen aus dem Indo-Pazifik und der Karibik. Um einen übergreifenden Einblick in die Prozesse zu gewinnen, die möglicherweise beeinflusst werden, wurden Kalzifizierung, Photosynthese und Stickstofffixierung des Korallen Holobiont inklusive der assoziierten Bakterien und der kalzifizierenden Grünalgen untersucht. In einem einführenden Kapitel wird die Theorie hinter Ozeanversauerung sowie der Einfluss auf marine Lebensformen in den Tropen behandelt und eine Liste mit Indikator Prozessen vorgeschlagen (Kapitel 1). Die nächsten drei Kapitel behandeln die physiologischen Einflüsse von erhöhter DIC und DOC Verfügbarkeit und deren Interaktion auf Riffkorallen von dem Großen Barriere Riff sowie kalzifizierenden Grünalgen aus dem Indo-Pazifik und der Karibik (Kapitel 2 bis 4). Da das derzeitige Wissen über den Kalzifizierungsmechanismus der kalzifizierenden Grünalge Halimeda beschränkt ist, aber nötig ist um die physiologischen Einflüsse von OA und DOC zu verstehen, ist diese Arbeit um 2 Kapitel erweitert, die den geobiologischen Kalzifizierungsprozess von Halimeda opuntia behandeln und diesen Anhand von Raster Elektronenmikroskopie und bekannten physiologischen Prozessen aufklären (Kapitel 5). Erkenntnisse aus dieser Studie wurden dann auf die Kalzifizierung unter OA Bedingungen erweitert (Kapitel 7). Da Licht ein wichtiger Faktor ist, der Prozesse wie Photosynthese und Kalzifizierung in Algen und Korallen antreibt, wurde der individuelle und kombinierte Effekt von Licht und OA auf die Alge H. opuntia und Koralle Acropora millepora in einem zusätzlichen Kapitel untersucht (Kapitel 6). Um das Gesamtverständnis der physiologischen Veränderung von Korallen unter OA zu verbessern wurde zudem ein sehr wichtiger Teil des Nährstoffkreislaufes, der Stickstofffixierung der Koralle Seriatopora hystrix und erhöhten DIC Bedingungen untersucht (Kapitel 8). XVI Die Schlüsselfragen dieser Studie waren: 1) Wie beeinflussen erhöhte DIC und DOC Verfügbarkeit die Physiologie von wichtigen Kalzifizierern des Korallenriffes und interagieren diese beiden Stressoren? 2) Was sind die Haupt Charakteristiken der Kalzifizierung von H. opuntia? 3) Wie wird dieser Prozess von erhöhter DIC Verfügbarkeit beeinflusst? 4) Wie beeinflussen Licht und DIC die Kalzifizierung von wichtigen Riff Kalzifizierern? 5) Wie wird die Stickstofffixierung von Seriatopora hystrix durch erhöhte DIC Konzentrationen beeinflusst? Um diese Fragen zu beantworten wurden vergleichende Messungen der Physiologie dieser Organismen unter kontrollierten Umweltbedingungen durchgeführt und verschiedene Umweltbedingungen miteinander verglichen. Hierbei wurden physiologische Messungen zusammen mit der Analyse der Kalzifizierungsstruktur benutzt und ein neues Modell der Kalzifizierung von Halimeda zu erstellen und dieses um den Einfluss von hohen DIC zu erweitern. Haupterkenntnisse dieser Arbeit waren:-Erhöhte DIC Konzentrationen reduzieren das Wachstum und die Kalzifizierung unter Abwesenheit von Licht von A. millepora, reduzieren die Tageskalzifizierungsraten von H. opuntia, und reduzieren Tageskalzifizierungsraten sowie die Primärproduktion von Halimeda incrassata und Udothea flabellum. Zusätzlich wurden die Stickstofffixierungsraten von S. hystrix im Vergleich zu den Kotrollbedingungen reduziert, und zeigten signifikante Korrelationen mit den Kalzifizierungsraten.-Unter erhöhten DOC Konzentrationen wurden die Primärproduktion von H. macroloba, H. opuntia, A. millepora und H. incrassata reduziert. Das Wachstum und die Kalzifizierung von A. millepora und die Kalzifizierungsraten von H. incrassata und U. flabellum wurden ebenso reduziert.-Erhöhte DIC und DOC Verfügbarkeit führte zu additive Effekten auf die Physiologie von Korallen und Algen, zeigten aber auch interaktive Reaktionen unter dem Einfluss beider Stressoren die in Kombination einen höheren Einfluss auf die Organismen zeigten als im einzelnen indem z.B: die Kalzifizierungsraten von U. flabellum noch deutlicher reduziert wurden also von hohen DIC Konzentrationen alleine.-Die Kalzifizierungsstrukturen von H. opuntia ließen sich in drei Typen unterteilen und deren Formierung wurde auf zwei Hauptkomponenten aufgeteilt: Tages-und Nachtprozesse bei denen beide, abiotische sowie biotische Prozesse eine wichtige Rolle spielten. Unter dem Einfluss von hohen DIC Konzentrationen wurde vor allem die Zementierung der einzelnen Segmente von H. opuntia beeinflusst und unter diesen Bedingungen wurde diese Zementierung deutlich reduziert. Zusammenfassend konnten wir zeigen das erhöhte DIC Verfügbarkeit multiple Einflüsse auf die Physiologie von Riffalgen sowie Korallen hat welche zu reduzierten Primärproduktionsraten sowie niedrigen Kalzifizierungsraten kombiniert mit schwacher Zementierung führen. Diese Erkenntnisse XVII zeigen auf das die Produktivität der von kalzifizierenden Korallen und Algen dominierten Gemeinschaften unter zukünftigen OA Bedingungen drastisch sinken könnte. Nicht nur könnte die Netto Kalzifizierung dieser Gemeinschaften abnehmen, sondern, wie am Beispiel von Halimeda gezeigt, wird das gebildete Skelett schwächer und führt letztendlich zur einer reduzierten Widerstandsfähigkeit gegenüber biotischen und abiotischen Faktoren und schlussendlich zu erhöhten Erosionsraten und reduzierter Strukturkomplexität dieser wichtigen Bildner biogener Hartsubstrate. In dieser Arbeit konnten wir zeigen, dass die Physiologie von Riffkorallen und Algen durch hohe DIC und DOC Verfügbarkeit beeinflusst wird und das hohe DOC Konzentrationen negative Einflüsse auf die Physiologie (Wachstum, Photosyntheseleistung) dieser Schlüsselorganismen hat. Dies wird wahrscheinlich die Produktion von biogenen Karbonaten durch Algen und Korallen verringern was zu einem Verlust von struktureller Komplexität in den Riffen des Indo-Pazifik und der Karibik führen kann. Für die durch Halimeda Sande geprägten Ökosysteme bedeutet dies ein Verlust von wertvollem Habitat durch die verringerte Konkurrenzfähigkeit von Halimeda aufrgund reduzierten Wachstumes und geringerer physischer Stabilität durch schwächer kalzifizierte Skelette. Dies hat zudem negative Auswirkungen auf die Pufferkapazität dieser Ökosysteme gegenüber weiterer Versauerung, da die Halimeda Sande einen natürlichen Carbonat Puffer darstellen. Das von uns vorgestellte neue Modell zur Kalzifizierung von Halimeda wird wertvoll für zukünftige Studien sein, die den Einfaluss von Umweltfaktoren auf den Kalzifizierungsprozess dieser Alge untersuchen werden. Es kann zudem die Interpretation der kalzifizierten Struktur in lebendem um totem Material vereinfachen und Aussagen über die Diagenese zulassen. Diese Erkenntnisse können dazu beitragen Veränderungen in den Riffen der Zukunft und hohen DIC und DOC Gehalten zu untersuchen und vorherzusagen. Zudem können diese Erkenntnisse zu Kalzifizierungsraten sowie deren Kalzifizierungsstruktur also Indikatoren für wechselnde Umwelteinflüsse dienen und Vorhersagen über Karbonatproduktion ermöglichen.",de
CARBONATE-BIOFACIES-AND-PALEOECOLOGY-ANALYSIS-BASED-ON-ACROPORA-CORAL-IN-UJUNGGENTENG-AREA-WEST-JAVA-PROVINCE-INDONESIA,10.14203/risetgeotam2017.v27.477,"CARBONATE BIOFACIES AND PALEOECOLOGY ANALYSIS BASED ON ACROPORA CORAL IN UJUNGGENTENG AREA, WEST JAVA PROVINCE, INDONESIA",NA,"Acropora,biofasies,Mg/Ca ratio,paleobathymetry,paleoecology,paleotemperature","Biofacies concept was proposed to approach the carbonate facies determination by using coral species description and ecology reconstruction. Ujunggenteng area was selected for this study because it has modern carbonate rocks with continues distribution and contains many well-preserved coral fossils. Ujunggenteng area can be distinguished into three biofacies: Acropora cervicornis-Acropora palifera biofacies, Acropora gemmifera-Acropora humilis biofacies, and Acropora cervicornis-Acropora palmata biofacies. The paleobathymetry analysis had indicated that Acropora cervicornis-Acropora palifera biofacies grew in the deepest environment, between 8-13 meters depth. Acropora gemmifera-Acropora humilis biofacies lived in a shallower environment between 3-8 meters depth, and Acropora cervicornis-Acropora palmata biofacies was deposited between 0-3 meters. The Mg/Ca trend showed a negative correlation with the paleobathymetry result. Decreasing Mg/Ca ratio was related to increasing paleobathymetry. Acropora cervicornis-Acropora palifera biofacies has the smallest Mg/Ca ratio, between 14-15 mmol. Acropora gemmifera-Acropora humilis biofacies has Mg/Ca ratio between 17-21 mmol. Acropora cervicornis-Acropora palmata biofacies has the highest Mg/Ca ratio, between 23-24 mmol. Mg/Ca ratio value was related to paleotemperature, in which the decreasing of Mg/Ca ratio associated to decreasing paleotemperature.",en
amid-etal-2017-additive-effects-of-the-herbicide-glyphosate-and-elevated-temperature-on-the-branched-coral-acropora-formosa-in-nha-trang-vietnam,10.1007/s11356-016-8320-7,"Additive effects of the herbicide glyphosate and elevated temperature on the branched coral Acropora formosa in Nha Trang, Vietnam",NA,"Coral bleaching,Climate change,Global warming,Pesticides,Digital image analysis,Chlorophyll,Zooxanthellae,Genotype,Tolerance,Adaptation","The combined effects of the herbicide glyphosate and elevated temperature were studied on the tropical staghorn coral Acropora formosa, in Nha Trang bay, Vietnam. The corals were collected from two different reefs, one close to a polluted fish farm and one in a marine-protected area (MPA). In the laboratory, branches of the corals were exposed to the herbicide glyphosate at ambient (28°C) and at 3°C elevated water temperatures (31°C). Effects of herbicide and elevated temperature were studied on coral bleaching using photography and digital image analysis (new colorimetric method developed here based on grayscale), chlorophyll a analysis, and symbiotic dinoflagellate (Symbiodinium, referred to as zooxanthellae) counts. All corals from the MPA started to bleach in the laboratory before they were exposed to the treatments, indicating that they were very sensitive, as opposed to the corals collected from the more polluted site, which were more tolerant and showed no bleaching response to temperature increase or herbicide alone. However, the combined exposure to the stressors resulted in significant loss of color, proportional to loss in chlorophyll a and zooxanthellae. The difference in sensitivity of the corals collected from the polluted site versus the MPA site could be explained by different symbiont types: the resilient type C3u and the stress-sensitive types C21 and C23, respectively. The additive effect of elevated temperatures and herbicides adds further weight to the notion that the bleaching of coral reefs is accelerated in the presence of multiple stressors. These results suggest that the corals in Nha Trang bay have adapted to the ongoing pollution to become more tolerant to anthropogenic stressors, and that multiple stressors hamper this resilience. The loss of color and decrease of chlorophyll a suggest that bleaching is related to concentration of chloro-pigments. The colorimetric method could be further fine-tuned and used as a precise, non-intrusive tool for monitoring coral bleaching in situ.",en
67a5f77c71ca3d2c83c4d4d2c01d1190,NA,Karakteristik Mekanis Komposit PCM dari Limbah Terumbu Karang Acropora / Lilin Lebah (Beeswax) / Grafit,NA,"PCM composite,beeswax,compressive strength","Penggunaan komposit PCM sebagai sistem penyimpanan panas (Thermal Energy Storage/TES) saat ini berkembang dengan pesat. Pemakaian bahan organik sebagai bahan PCM terus diteliti dan dikembangkan untuk mendapatkan bahan PCM yang memenuhi berbagai kriteria yang dibutuhkan dalam aplikasinya. Salah satu bahan alami yang dapat digunakan sebagai PCM adalah lilin lebah/beeswax. Penelitian ini bertujuan untuk menginvestigasi sifat mekanis dari komposit PCM yang dibuat dari campuran limbah terumbu karang acropora dengan bahan PCM yaitu lilin lebah / beeswax. Pembutan komposit PCM dengan variasi fraksi berat dari lilin lebah yaitu 10, 20 dan 30 %, dengan metode penggabungan langsung (direct incorporation). Pengujian diawali dengan menggunakan T-history method untuk mendapatkan karakteristik bahan PCM, dan untuk mendapatkan sifat mekanis dari komposit PCM dilakukan uji tekan (compressive test) pada temperature kamar (27 0 C) yang dianalisa dalam waktu 7, 14 dan 28 hari. Hasil penelitian didapatkan titik cair dari lilin lebah berkisar 51-53 0 C, panas spesifik 2,64-3,44 kJ/kg.K, konduktivitas panas 0,235 W/mK dan panas laten sebesar 172 kJ/kg. Kekuatan tekan komposit PCM semakin menurun seiring bertambahnya fraksi berat dari lilin lebah, namun bila ditinjau dari lamanya waktu pengujian didapatkan bahwa kekuatan tekan meningkat dengan bertambahnya umur komposit (tertinggi pada waktu observasi 28 hari) Kata kunci: komposit PCM, lilin lebah, kekuatan tekan",id
58149a6808ae90acb23d7402,10.11648/j.ijnfs.20160505.13,Immune Nutrient Content of Sea Urchin (Diadema setosum) Gonads,"August 29, 2016","Diadema setosum,Gonad,Immune,Nutrient","Over population of marine sea urchins (Diadema setosum) may disrupt the growth of Crustose coralline causing the reduction of coral reefs growth. Consumption of Diadema setosum gonads as the alternative food may assists to preserve the balance of coral reefs ecosystem. The Objective of this study was to measure and evaluate the nutrient content of the gonad of Diadema setosum. Mass spectrophotometer was used to measure vitamin and albumin contents, Kjeldahl methods for protein content, and Atomization method for trace elements (Fe, Mg, and Zn) content. The presence of active compounds such as steroids, amino acids and antioxidants were identified by thin-layer chromatograph (TLC). Protein, albumin, vitamin A, vitamin E and trace elements (Fe, Mg, and Zn) were found in the gonad of Diadema setosum. Vitamin E (23.47 mg) was the highest nutrient content compared to other nutrient elements. The extracts of the gonad of Diadema setosum were found to have steroid, amino acids and antioxidant compounds. Overall, nutrient contents and active compounds in the gonad of Diadema setosum are essential components needed for immune system, therefore besides its potency as alternative food source, gonad of Diadema setosum has potency to become the source of immune-nutrient.",en
